frame_id,positions,sizes,bounding_boxes,colors,distances,relationships
50,"{'Player': (140, 58), 'Ball': (29, 164), 'Enemy': (16, 163)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 58, 4, 15), 'Ball': (29, 164, 2, 4), 'Enemy': (16, 163, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 153.48289807011074, 'Player_Enemy': 162.48384535085327, 'Ball_Enemy': 13.038404810405298}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
51,"{'Player': (140, 58), 'Ball': (28, 165), 'Enemy': (16, 165)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 58, 4, 15), 'Ball': (28, 165, 2, 4), 'Enemy': (16, 165, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 154.8967397978408, 'Player_Enemy': 163.783393541592, 'Ball_Enemy': 12.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
52,"{'Player': (140, 56), 'Ball': (27, 166), 'Enemy': (16, 165)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 56, 4, 15), 'Ball': (27, 166, 2, 4), 'Enemy': (16, 165, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 157.69908052997647, 'Player_Enemy': 165.0969412193939, 'Ball_Enemy': 11.045361017187261}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
53,"{'Player': (140, 56), 'Ball': (26, 167), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 56, 4, 15), 'Ball': (26, 167, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 159.11316727411344, 'Player_Enemy': 166.42415690037308, 'Ball_Enemy': 10.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
54,"{'Player': (140, 58), 'Ball': (25, 168), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 58, 4, 15), 'Ball': (25, 168, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 159.13830462839547, 'Player_Enemy': 165.0969412193939, 'Ball_Enemy': 9.055385138137417}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
55,"{'Player': (140, 58), 'Ball': (24, 169), 'Enemy': (16, 169)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 58, 4, 15), 'Ball': (24, 169, 2, 4), 'Enemy': (16, 169, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 160.55217220579732, 'Player_Enemy': 166.42415690037308, 'Ball_Enemy': 8.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
56,"{'Player': (140, 59), 'Ball': (23, 170), 'Enemy': (16, 169)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 59, 4, 15), 'Ball': (23, 170, 2, 4), 'Enemy': (16, 169, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 161.27616066858735, 'Player_Enemy': 165.75886099994776, 'Ball_Enemy': 7.0710678118654755}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
57,"{'Player': (140, 59), 'Ball': (22, 171), 'Enemy': (16, 171)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 59, 4, 15), 'Ball': (22, 171, 2, 4), 'Enemy': (16, 171, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 162.68988905276197, 'Player_Enemy': 167.09278859364338, 'Ball_Enemy': 6.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
58,"{'Player': (140, 60), 'Ball': (21, 172), 'Enemy': (16, 171)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 60, 4, 15), 'Ball': (21, 172, 2, 4), 'Enemy': (16, 171, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 163.41664541900252, 'Player_Enemy': 166.42415690037308, 'Ball_Enemy': 5.0990195135927845}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
59,"{'Player': (140, 60), 'Ball': (20, 173), 'Enemy': (16, 173)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 60, 4, 15), 'Ball': (20, 173, 2, 4), 'Enemy': (16, 173, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 164.83021567661677, 'Player_Enemy': 167.7647161950331, 'Ball_Enemy': 4.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
60,"{'Player': (140, 66), 'Ball': (19, 174), 'Enemy': (16, 173)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 66, 4, 15), 'Ball': (19, 174, 2, 4), 'Enemy': (16, 173, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (214, 137, 84)}","{'Player_Ball': 162.18816233005415, 'Player_Enemy': 163.783393541592, 'Ball_Enemy': 3.1622776601683795}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'overlapping'}"
61,"{'Player': (140, 66), 'Ball': (20, 172), 'Enemy': (16, 171)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 66, 4, 15), 'Ball': (20, 172, 2, 4), 'Enemy': (16, 171, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 160.11246047700348, 'Player_Enemy': 162.48384535085327, 'Ball_Enemy': 4.123105625617661}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
62,"{'Player': (140, 75), 'Ball': (21, 170), 'Enemy': (16, 169)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 75, 4, 15), 'Ball': (21, 170, 2, 4), 'Enemy': (16, 169, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 152.2694979304785, 'Player_Enemy': 155.60205654167942, 'Ball_Enemy': 5.0990195135927845}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
63,"{'Player': (140, 75), 'Ball': (22, 168), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 75, 4, 15), 'Ball': (22, 168, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 150.2431362824938, 'Player_Enemy': 154.40207252495026, 'Ball_Enemy': 6.082762530298219}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
64,"{'Player': (140, 80), 'Ball': (23, 166), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (23, 166, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 145.2067491544384, 'Player_Enemy': 151.47607071745688, 'Ball_Enemy': 7.0710678118654755}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
65,"{'Player': (140, 80), 'Ball': (24, 164), 'Enemy': (16, 165)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (24, 164, 2, 4), 'Enemy': (16, 165, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 143.22011031974526, 'Player_Enemy': 150.3362896974646, 'Ball_Enemy': 8.06225774829855}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
66,"{'Player': (140, 79), 'Ball': (25, 162), 'Enemy': (16, 163)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 79, 4, 15), 'Ball': (25, 162, 2, 4), 'Enemy': (16, 163, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 141.8238343861849, 'Player_Enemy': 149.77316181479245, 'Ball_Enemy': 9.055385138137417}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
67,"{'Player': (140, 79), 'Ball': (26, 160), 'Enemy': (16, 161)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 79, 4, 15), 'Ball': (26, 160, 2, 4), 'Enemy': (16, 161, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 139.84634424968, 'Player_Enemy': 148.66068747318505, 'Ball_Enemy': 10.04987562112089}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
68,"{'Player': (140, 76), 'Ball': (27, 158), 'Enemy': (16, 159)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (27, 158, 2, 4), 'Enemy': (16, 159, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 139.61733416735902, 'Player_Enemy': 149.21461054467824, 'Ball_Enemy': 11.045361017187261}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
69,"{'Player': (140, 76), 'Ball': (28, 156), 'Enemy': (16, 157)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (28, 156, 2, 4), 'Enemy': (16, 157, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 137.63720427268203, 'Player_Enemy': 148.11144452742334, 'Ball_Enemy': 12.041594578792296}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
70,"{'Player': (140, 74), 'Ball': (29, 154), 'Enemy': (16, 155)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 74, 4, 15), 'Ball': (29, 154, 2, 4), 'Enemy': (16, 155, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 136.82470537150812, 'Player_Enemy': 148.11144452742334, 'Ball_Enemy': 13.038404810405298}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
71,"{'Player': (140, 74), 'Ball': (30, 152), 'Enemy': (16, 153)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 74, 4, 15), 'Ball': (30, 152, 2, 4), 'Enemy': (16, 153, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 134.84806264830058, 'Player_Enemy': 147.02720836634285, 'Ball_Enemy': 14.035668847618199}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
72,"{'Player': (140, 73), 'Ball': (31, 150), 'Enemy': (16, 153)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (31, 150, 2, 4), 'Enemy': (16, 153, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 133.4541119636259, 'Player_Enemy': 147.56693396557372, 'Ball_Enemy': 15.297058540778355}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
73,"{'Player': (140, 73), 'Ball': (32, 148), 'Enemy': (16, 151)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (32, 148, 2, 4), 'Enemy': (16, 151, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 131.48764200486676, 'Player_Enemy': 146.4923206178399, 'Ball_Enemy': 16.278820596099706}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
74,"{'Player': (140, 76), 'Ball': (33, 146), 'Enemy': (16, 149)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (33, 146, 2, 4), 'Enemy': (16, 149, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 127.8632081562167, 'Player_Enemy': 143.8923208513922, 'Ball_Enemy': 17.26267650163207}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
75,"{'Player': (140, 76), 'Ball': (34, 144), 'Enemy': (16, 147)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (34, 144, 2, 4), 'Enemy': (16, 147, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 125.93649193144932, 'Player_Enemy': 142.88806808127822, 'Ball_Enemy': 18.24828759089466}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
76,"{'Player': (140, 74), 'Ball': (35, 142), 'Enemy': (16, 145)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 74, 4, 15), 'Ball': (35, 142, 2, 4), 'Enemy': (16, 145, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 125.0959631642844, 'Player_Enemy': 142.88806808127822, 'Ball_Enemy': 19.235384061671343}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
77,"{'Player': (140, 74), 'Ball': (36, 140), 'Enemy': (16, 143)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 74, 4, 15), 'Ball': (36, 140, 2, 4), 'Enemy': (16, 143, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 123.17467272130257, 'Player_Enemy': 141.90489773083945, 'Ball_Enemy': 20.223748416156685}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
78,"{'Player': (140, 70), 'Ball': (37, 138), 'Enemy': (16, 141)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 70, 4, 15), 'Ball': (37, 138, 2, 4), 'Enemy': (16, 141, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 123.42204017111368, 'Player_Enemy': 142.88806808127822, 'Ball_Enemy': 21.213203435596427}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
79,"{'Player': (140, 70), 'Ball': (38, 136), 'Enemy': (16, 139)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 70, 4, 15), 'Ball': (38, 136, 2, 4), 'Enemy': (16, 139, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 121.49074038789952, 'Player_Enemy': 141.90489773083945, 'Ball_Enemy': 22.20360331117452}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
80,"{'Player': (140, 68), 'Ball': (39, 134), 'Enemy': (16, 139)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 68, 4, 15), 'Ball': (39, 134, 2, 4), 'Enemy': (16, 139, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 120.65239326262865, 'Player_Enemy': 142.88806808127822, 'Ball_Enemy': 23.53720459187964}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
81,"{'Player': (140, 68), 'Ball': (40, 132), 'Enemy': (16, 137)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 68, 4, 15), 'Ball': (40, 132, 2, 4), 'Enemy': (16, 137, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 118.72657663724664, 'Player_Enemy': 141.90489773083945, 'Ball_Enemy': 24.515301344262525}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
82,"{'Player': (140, 73), 'Ball': (41, 130), 'Enemy': (16, 135)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (41, 130, 2, 4), 'Enemy': (16, 135, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 114.23659658795863, 'Player_Enemy': 138.63621460498698, 'Ball_Enemy': 25.495097567963924}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
83,"{'Player': (140, 73), 'Ball': (42, 128), 'Enemy': (16, 133)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (42, 128, 2, 4), 'Enemy': (16, 133, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 112.37882362794157, 'Player_Enemy': 137.7534028617805, 'Ball_Enemy': 26.476404589747453}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
84,"{'Player': (140, 73), 'Ball': (43, 126), 'Enemy': (16, 131)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (43, 126, 2, 4), 'Enemy': (16, 131, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.5350623105628, 'Player_Enemy': 136.8941196691808, 'Ball_Enemy': 27.459060435491963}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
85,"{'Player': (140, 73), 'Ball': (44, 124), 'Enemy': (16, 129)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 73, 4, 15), 'Ball': (44, 124, 2, 4), 'Enemy': (16, 129, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 108.70602559196064, 'Player_Enemy': 136.0588108135596, 'Ball_Enemy': 28.442925306655784}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
86,"{'Player': (140, 76), 'Ball': (45, 122), 'Enemy': (16, 127)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (45, 122, 2, 4), 'Enemy': (16, 127, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 105.55093557141026, 'Player_Enemy': 134.07833531186162, 'Ball_Enemy': 29.427877939124322}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
87,"{'Player': (140, 76), 'Ball': (46, 120), 'Enemy': (16, 125)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (46, 120, 2, 4), 'Enemy': (16, 125, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 103.78824596263297, 'Player_Enemy': 133.33041663476493, 'Ball_Enemy': 30.4138126514911}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
88,"{'Player': (140, 80), 'Ball': (47, 118), 'Enemy': (16, 125)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (47, 118, 2, 4), 'Enemy': (16, 125, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 100.46392387319938, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 31.78049716414141}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
89,"{'Player': (140, 80), 'Ball': (48, 116), 'Enemy': (16, 123)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (48, 116, 2, 4), 'Enemy': (16, 123, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 98.79271228182775, 'Player_Enemy': 131.24404748406687, 'Ball_Enemy': 32.7566787083184}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
90,"{'Player': (140, 85), 'Ball': (49, 114), 'Enemy': (16, 121)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 85, 4, 15), 'Ball': (49, 114, 2, 4), 'Enemy': (16, 121, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 95.50916186418976, 'Player_Enemy': 129.1200991325518, 'Ball_Enemy': 33.734255586866}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
91,"{'Player': (140, 85), 'Ball': (50, 112), 'Enemy': (16, 119)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 85, 4, 15), 'Ball': (50, 112, 2, 4), 'Enemy': (16, 119, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 93.96275858019496, 'Player_Enemy': 128.57682528356344, 'Ball_Enemy': 34.713109915419565}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
92,"{'Player': (140, 82), 'Ball': (51, 110), 'Enemy': (16, 117)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 82, 4, 15), 'Ball': (51, 110, 2, 4), 'Enemy': (16, 117, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 93.30058949438637, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 35.6931365951495}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
93,"{'Player': (140, 82), 'Ball': (52, 108), 'Enemy': (16, 115)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 82, 4, 15), 'Ball': (52, 108, 2, 4), 'Enemy': (16, 115, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 91.76055797563569, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 36.6742416417845}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
94,"{'Player': (140, 80), 'Ball': (53, 106), 'Enemy': (16, 113)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (53, 106, 2, 4), 'Enemy': (16, 113, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 90.80198235721508, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 37.656340767525464}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
95,"{'Player': (140, 80), 'Ball': (54, 104), 'Enemy': (16, 111)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 80, 4, 15), 'Ball': (54, 104, 2, 4), 'Enemy': (16, 111, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 89.28605714219886, 'Player_Enemy': 127.81627439414747, 'Ball_Enemy': 38.63935817272331}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
96,"{'Player': (140, 76), 'Ball': (55, 102), 'Enemy': (16, 111)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (55, 102, 2, 4), 'Enemy': (16, 111, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 88.88756943465155, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 40.024992192379}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
97,"{'Player': (140, 76), 'Ball': (56, 100), 'Enemy': (16, 109)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 76, 4, 15), 'Ball': (56, 100, 2, 4), 'Enemy': (16, 109, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 87.36131867136622, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 41.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'above'}"
